Longitude,Latitude,Elevation (m),Altitude (m),Clutter height (m),Distance (m),PathLoss(db),PathLoss_binned
0.9222263418338343,0.7198064972199063,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.09106984969053934,146,2.0
0.9222725794328426,0.7169249610495854,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.09372236958443854,146,2.0
0.9236153423555606,0.7140549523047639,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.09549071618037135,148,4.0
0.9236307548885634,0.7130944402479145,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.09549071618037135,147,3.0
0.923646167421623,0.7121339281911787,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.09637488947833775,147,3.0
0.9236615799546257,0.7111734161343293,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.09725906277630415,147,3.0
0.9236768484452114,0.7102129040775935,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.09814323607427054,148,4.0
0.9236922609782141,0.7092523920208578,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.09902740937223695,148,4.0
0.9237076735112737,0.7082919866994644,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.09991158267020335,148,4.0
0.9250504364339349,0.7054218712191869,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.10167992926613616,148,4.0
0.925096674033,0.7025403350488659,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.10344827586206896,144,1.0
0.9251120865660027,0.7015798229921302,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.10433244916003535,145,2.0
0.925142767589648,0.699658905614001,0.3000000000000007,0.5714285714285712,0.16666666666666669,0.10610079575596816,145,2.0
0.9251581801226507,0.6986983935572653,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.10698496905393456,147,3.0
0.9264855305123092,0.6967887901337235,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.10786914235190097,147,3.0
0.9265009430453119,0.6958282780769878,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.10875331564986737,148,4.0
0.9265163555783715,0.6948677660201383,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.10963748894783376,148,4.0
0.9265317681113743,0.6939072539634026,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11052166224580016,148,4.0
0.926547180644377,0.6929468486420092,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11140583554376657,148,4.0
0.9265778616680791,0.691025824528424,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11229000884173297,148,4.0
0.9265932742010818,0.6900653124716882,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11317418213969938,149,4.0
0.9266086867340846,0.6891048004149525,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11405835543766578,149,4.0
0.9266240992670873,0.688144288358103,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11494252873563218,149,4.0
0.9266395118000901,0.6871837763012536,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11582670203359857,149,4.0
0.9279360371237431,0.6871951969914107,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11582670203359857,149,4.0
0.9279668621897486,0.6852742796132816,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11671087533156498,149,4.0
0.9279822747227513,0.6843137675564321,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11759504862953138,145,2.0
0.9280129557463965,0.6823927434429606,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.11936339522546419,145,2.0
0.9280283682793993,0.6814322313861112,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.12024756852343059,146,2.0
0.9280591933454616,0.6795112072726397,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.12201591511936338,146,2.0
0.9280746058784644,0.6785508019512463,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.12290008841732979,145,2.0
0.9294019562681797,0.6766411985278182,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.12378426171529619,145,2.0
0.9294173688011824,0.6756806864709688,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.1246684350132626,150,5.0
0.9294326372918249,0.6747201744141194,0.40000000000000036,0.5714285714285712,0.16666666666666669,0.125552608311229,150,5.0
0.9294480498248276,0.6737596623574973,0.5,0.5714285714285712,0.16666666666666669,0.12643678160919541,150,5.0
0.9294634623578304,0.6727991503006479,0.5,0.5714285714285712,0.16666666666666669,0.1273209549071618,148,4.0
0.9294788748908331,0.6718386382437984,0.5,0.5714285714285712,0.16666666666666669,0.12820512820512822,148,4.0
0.9294942874238359,0.6708782329225187,0.5,0.5714285714285712,0.16666666666666669,0.1290893015030946,148,4.0
0.929540525022901,0.6679966967521977,0.5,0.5714285714285712,0.16666666666666669,0.13085764809902742,146,2.0
0.9308524628795567,0.6670476053855054,0.5,0.5714285714285712,0.16666666666666669,0.1317418213969938,145,2.0
0.9308831439032019,0.6651265812719203,0.5,0.5714285714285712,0.16666666666666669,0.13351016799292661,145,2.0
0.9308985564362047,0.6641660692151845,0.5,0.5714285714285712,0.16666666666666669,0.13439434129089303,145,2.0
0.9309293815022102,0.6622451518369417,0.5,0.5714285714285712,0.16666666666666669,0.1361626878868258,145,2.0
0.9309602065682725,0.6603241277234702,0.5,0.5714285714285712,0.16666666666666669,0.13793103448275862,147,3.0
0.9309756191012752,0.6593636156666207,0.5,0.5714285714285712,0.16666666666666669,0.13793103448275862,147,3.0
0.9323028254486303,0.6574540122431927,0.5,0.5714285714285712,0.16666666666666669,0.13969938107869143,145,2.0
0.932318237981633,0.6564935001863432,0.5,0.5714285714285712,0.16666666666666669,0.14058355437665784,145,2.0
0.9323490630476385,0.6545725828082141,0.5,0.5714285714285712,0.16666666666666669,0.14235190097259062,142,1.0
0.9323644755806413,0.6536120707514783,0.5,0.5714285714285712,0.16666666666666669,0.14323607427055704,142,1.0
0.932379888113644,0.6526515586947426,0.5,0.5714285714285712,0.16666666666666669,0.14412024756852343,142,1.0
0.9323953006466468,0.6516910466378931,0.5,0.5714285714285712,0.16666666666666669,0.14500442086648985,142,1.0
0.9324107131796495,0.6507305345811574,0.5,0.5714285714285712,0.16666666666666669,0.14588859416445624,142,1.0
0.9337379195269477,0.6488209311577293,0.5,0.5714285714285712,0.16666666666666669,0.14677276746242263,144,1.0
0.9337533320599505,0.6478605258363359,0.5,0.5714285714285712,0.16666666666666669,0.14765694076038904,144,1.0
0.9337841571260128,0.6459395017227507,0.5,0.5714285714285712,0.16666666666666669,0.14942528735632185,149,4.0
0.9337995696590724,0.6449789896659013,0.5,0.5714285714285712,0.16666666666666669,0.15030946065428824,150,5.0
0.9338149821920751,0.6440184776091655,0.5,0.5714285714285712,0.16666666666666669,0.15119363395225466,150,5.0
0.9338303947250779,0.6430579655524298,0.5,0.5714285714285712,0.16666666666666669,0.15207780725022105,150,5.0
0.9351421885393734,0.6421088741857375,0.5,0.5714285714285712,0.16666666666666669,0.15296198054818744,147,3.0
0.9351884261383816,0.6392274447507589,0.6000000000000005,0.5714285714285712,1.0,0.15473032714412024,147,3.0
0.9352038386713843,0.6382669326940231,0.6000000000000005,0.5714285714285712,1.0,0.15561450044208666,158,6.0
0.9352192512043871,0.6373064206372874,0.6000000000000005,0.5714285714285712,1.0,0.15649867374005305,158,6.0
0.9352346637373898,0.6363459085804379,0.6000000000000005,0.5714285714285712,1.0,0.15738284703801947,151,5.0
0.9365618700847449,0.6344363051570099,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.15915119363395225,151,5.0
0.9365772826177476,0.6334757931001604,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.16003536693191867,150,5.0
0.9365926951507504,0.6325153877788807,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.16091954022988506,150,5.0
0.9366235202167559,0.6305943636652955,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.16268788682581786,150,5.0
0.936669757815821,0.6277128274949746,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.16534040671971706,154,6.0
0.9379661390970568,0.627724248185018,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.16445623342175067,145,2.0
0.9379969641630623,0.6258032240715465,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.16622458001768348,145,2.0
0.9380123766961219,0.6248427120146971,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.16710875331564987,148,4.0
0.9380277892291247,0.6238823066933037,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.16799292661361628,148,4.0
0.938058614295187,0.6219612825798322,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.16976127320954906,148,4.0
0.9380894393611925,0.6200402584661333,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.17152961980548187,147,3.0
0.9393858206424852,0.6200516791562904,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.17152961980548187,147,3.0
0.939401233175488,0.6190911670995547,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.1724137931034483,147,3.0
0.9394166457084907,0.6181306550427053,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.17329796640141468,143,1.0
0.9394474707744962,0.6162097376646898,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.17506631299734748,143,1.0
0.9394937083735044,0.6133282014942552,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.17771883289124668,150,5.0
0.9395091209065072,0.6123676894375194,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.1786030061892131,147,3.0
0.9408363272538622,0.6104580860140914,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.1794871794871795,147,3.0
0.940851739786865,0.6094975739572419,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.18037135278514588,150,5.0
0.9408671523199246,0.6085371686358485,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.1812555260831123,150,5.0
0.9408979773859301,0.606616144522377,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.1830238726790451,150,5.0
0.9409288024519356,0.6046951204086781,0.6000000000000005,0.5714285714285712,0.16666666666666669,0.1847922192749779,150,5.0
0.9409442149849383,0.6037346083519424,0.7000000000000002,0.5714285714285712,0.16666666666666669,0.1856763925729443,150,5.0
0.940959627517941,0.6027740962952066,0.7000000000000002,0.5714285714285712,0.16666666666666669,0.1865605658709107,147,3.0
0.9409904525839465,0.6008531789170775,0.7000000000000002,0.5714285714285712,0.16666666666666669,0.1883289124668435,147,3.0
0.9422868338652961,0.6008645996071209,0.7000000000000002,0.5714285714285712,0.16666666666666669,0.1883289124668435,147,3.0
0.9423022463982988,0.5999040875503852,0.7000000000000002,0.5714285714285712,0.16666666666666669,0.1892130857648099,147,3.0
0.9423330714643043,0.5979830634368,0.7000000000000002,0.5714285714285712,0.16666666666666669,0.19098143236074272,147,3.0
0.9423484839973071,0.5970225513800642,0.7000000000000002,0.5714285714285712,0.16666666666666669,0.1918656056587091,152,5.0
0.9423793090633126,0.595101527266479,0.7000000000000002,0.5714285714285712,0.16666666666666669,0.19363395225464192,152,5.0
0.9423947215963722,0.5941410152097433,0.7000000000000002,0.5714285714285712,0.16666666666666669,0.1945181255526083,151,5.0
